user_id,education,experience_years,skills,interests,certification,learning_source,projects_count,dominant_project_domain,target_career
4c767ac5,BSc,3,"pytorch, deep learning, spark, tensorflow, jira",data engineering,,online-course,3,ml,ML Engineer
401fd032,BTech,4,"bash, docker, terraform, python, prometheus, ci/cd",cloud infrastructure,Azure DevOps,university,4,devops,DevOps Engineer
95a87f23,BCA,4,"dart, android, rest apis, react native, firebase",mobile development,,workplace,3,mobile,Mobile Developer
cf1c8238,MCA,4,"webpack, javascript, html, css, next.js",frontend development,Google UX Design,online-course,4,web,Web Developer
b7705a34,BBA,5,"okrs, agile, product management",growth marketing,,workplace,6,business,Product Manager
3b4ab063,BTech,5,"docker, jenkins, linux, prometheus, ci/cd",cloud infrastructure,Google Cloud Professional,university,4,devops,DevOps Engineer
12a3f97d,MCA,1,"html, css, typescript, react, javascript",frontend development,Udemy Web Dev,bootcamp,1,web,Web Developer
fdb79284,BSc,4,"linux, penetration testing, networking, python, figma",cloud infrastructure,,university,2,security,Cybersecurity Analyst
bef372d5,MCA,9,"nodejs, css, next.js, html, javascript, linux",devops,,self-taught,8,web,Full Stack Developer
f9ece0d3,Diploma,2,"javascript, html, docker, css",devops,AWS Solutions Architect,online-course,5,web,Full Stack Developer
3618b1e3,BCA,5,"firewall, ethical hacking, python, networking, linux",cybersecurity,AWS Security,workplace,5,security,Cybersecurity Analyst
da51ab25,BBA,3,"jira, requirements gathering, agile, business analysis, product management",business intelligence,PMP,university,4,business,Business Analyst
6a0e2947,BSc,1,"business analysis, data analysis, r, python, sql, excel",business intelligence,IBM Data Analyst,university,3,data,Data Analyst
6821328e,MBA,3,"wireframing, excel, agile, product management",business intelligence,Coursera PM,university,3,business,Product Manager
98f05880,BBA,4,"roadmapping, python, product management, user research",growth marketing,,university,3,business,Product Manager
1be2725c,BSc,6,"css, next.js, sass, react, git",frontend development,Udemy Web Dev,university,4,web,Web Developer
d24e6bd9,BTech,1,"jenkins, bash, docker, linux",cloud infrastructure,,online-course,2,devops,DevOps Engineer
6df20b57,BBA,6,"figma, nodejs, react, css, html, webpack",frontend development,Google UX Design,online-course,4,web,Web Developer
4a5a82a9,BCA,2,"java, rest apis, postgresql, sql",devops,,university,4,web,Backend Developer
5c971330,MBA,2,"sql, content writing, digital marketing, excel",business intelligence,,university,2,marketing,Digital Marketer
9dd24153,Diploma,2,"product management, ui/ux, css, figma",product strategy,Meta Front-End Developer,university,5,design,UI/UX Designer
f8064e4e,BTech,1,"nodejs, java, mongodb",backend development,,university,1,web,Backend Developer
dacc6016,MBA,5,"data analysis, machine learning, numpy, python, r, excel",data engineering,IBM Data Science,self-taught,7,data,Data Scientist
50ca7f0a,BTech,3,"kubernetes, prometheus, linux, docker",cloud infrastructure,Azure DevOps,bootcamp,2,devops,DevOps Engineer
a8f8089e,Diploma,2,"css, javascript, html, typescript",ux research,,workplace,5,web,Web Developer
815981f8,MBA,5,"wireframing, jira, product management",product strategy,,university,4,business,Product Manager
34f3a2de,MBA,5,"r, data analysis, statistics, sql, react",business intelligence,,self-taught,7,data,Data Scientist
803d8e3e,Diploma,0,"docker, javascript, react, nodejs, css",backend development,Udemy Web Dev,self-taught,3,web,Full Stack Developer
34435dc5,MCA,5,"content writing, email marketing, digital marketing, seo, google analytics, copywriting",business intelligence,Coursera Marketing,online-course,4,marketing,Digital Marketer
3ecea153,Diploma,2,"javascript, html, figma, react",mobile development,freeCodeCamp,workplace,4,web,Web Developer
fc6b184a,BTech,1,"kubernetes, networking, aws, linux, docker",devops,Azure Fundamentals,university,3,cloud,Cloud Engineer
ab30ae4f,BTech,5,"cloud computing, kubernetes, google cloud, python, azure",cloud infrastructure,,university,4,cloud,Cloud Engineer
beb808ba,MBA,1,"sql, python, redis, docker, rest apis, git",devops,,self-taught,4,web,Backend Developer
c338fbb6,MCA,3,"python, statistics, tableau, sql",business intelligence,DeepLearning.AI,self-taught,2,data,Data Scientist
f55f41c9,BSc,0,"data analysis, excel, python, power bi",business intelligence,,university,1,data,Data Analyst
a37bda0c,BTech,1,"ci/cd, bash, docker",devops,Azure DevOps,workplace,3,devops,DevOps Engineer
c3eca119,BCA,5,"machine learning, python, mlflow, tensorflow, feature engineering, pytorch",devops,,online-course,6,ml,ML Engineer
8c93a218,BBA,6,"javascript, html, git, next.js, python",ux research,,university,6,web,Web Developer
0a00e7b6,Diploma,0,"user research, css, wireframing, adobe xd",frontend development,,bootcamp,3,design,UI/UX Designer
9e24be3f,MCA,5,"digital marketing, seo, google analytics, content writing, excel",growth marketing,Coursera Marketing,bootcamp,6,marketing,Digital Marketer
65354b25,BBA,3,"html, nodejs, react, sql, javascript",backend development,,self-taught,3,web,Full Stack Developer
8603a2ef,BBA,2,"penetration testing, cybersecurity, ethical hacking, siem, seo",cybersecurity,CompTIA Security+,bootcamp,2,security,Cybersecurity Analyst
85301f5d,BSc,2,"numpy, machine learning, statistics",business intelligence,,online-course,5,data,Data Scientist
e6d544a4,BBA,2,"terraform, aws, cloud computing, cybersecurity",devops,Google Cloud Professional,online-course,4,cloud,Cloud Engineer
6c388dfe,Diploma,6,"sql, data analysis, machine learning, statistics, numpy, business analysis",data engineering,,online-course,5,data,Data Scientist
e970a3dd,MCA,6,"sql, deep learning, statistics, r, python",business intelligence,,self-taught,7,data,Data Scientist
97b643e5,Diploma,1,"typescript, sql, css",backend development,AWS Security,workplace,3,web,Full Stack Developer
ae68fbb1,BTech,4,"docker, linux, git, kubernetes",devops,,university,5,devops,DevOps Engineer
ce4071ed,BTech,1,"docker, aws, jenkins, linux, kubernetes, prometheus",backend development,,university,2,devops,DevOps Engineer
e9fdafa9,BTech,2,"power bi, tableau, google analytics, statistics, sql",data engineering,IBM Data Analyst,self-taught,4,data,Data Analyst
2839d5fd,BBA,4,"roadmapping, product management, sql, wireframing",growth marketing,,university,5,business,Product Manager
521c11b6,BBA,5,"excel, process mapping, product management, agile",product strategy,CBAP,university,5,business,Business Analyst
8f1fc5d3,Diploma,0,"react, css, typescript",mobile development,Google UX Design,university,2,web,Web Developer
18a36263,MCA,8,"kubernetes, linux, ci/cd, ansible, terraform",devops,AWS DevOps,online-course,6,devops,DevOps Engineer
3c6786c6,MCA,0,"linux, java, postgresql, rest apis, nodejs",backend development,Udemy Web Dev,workplace,3,web,Backend Developer
b8ddffa9,BBA,1,"jira, requirements gathering, power bi, python, sql, excel",growth marketing,,university,3,business,Business Analyst
0cff19c4,BCA,7,"next.js, react, css, nodejs, typescript, sql",backend development,Udemy Web Dev,online-course,4,web,Full Stack Developer
9149a985,Diploma,1,"wireframing, adobe xd, html",ux research,Meta Front-End Developer,university,1,design,UI/UX Designer
8a8a49a0,BTech,3,"sql, javascript, css, typescript",frontend development,AWS Solutions Architect,university,4,web,Full Stack Developer
5273f7b1,BSc,7,"ci/cd, git, python, kubernetes, prometheus, linux, excel",devops,,self-taught,4,devops,DevOps Engineer
333c0b38,BBA,5,"dart, react native, swift, firebase, terraform",mobile development,Udemy Mobile Dev,online-course,5,mobile,Mobile Developer
77e11c8c,BSc,1,"terraform, bash, cloud computing, networking, kubernetes, azure, user research",devops,,bootcamp,1,cloud,Cloud Engineer
9ca655a9,BSc,1,"tableau, excel, agile, business analysis, docker",business intelligence,,online-course,0,none,Business Analyst
8440e786,BSc,1,"html, nodejs, react, css, figma",mobile development,Meta Front-End Developer,online-course,0,none,Web Developer
f9b003cf,BSc,4,"r, sql, reporting, google analytics, excel",data engineering,,workplace,5,data,Data Analyst
7e381e0d,BCA,7,"sql, microservices, nodejs",devops,Oracle Java,university,3,web,Backend Developer
5ac0778b,BCA,3,"javascript, typescript, css, html",frontend development,Udemy Web Dev,workplace,4,web,Web Developer
1fc26930,BTech,2,"docker, nodejs, html, react, next.js",frontend development,,university,5,web,Full Stack Developer
b72b65f5,BCA,7,"sql, tableau, business analysis, google analytics, content writing",business intelligence,,self-taught,6,data,Data Analyst
79c927b3,BCA,7,"product management, requirements gathering, jira, sql, process mapping, excel",business intelligence,Scrum Master,online-course,5,business,Business Analyst
8bd99443,MBA,4,"html, react, css, next.js",frontend development,Google UX Design,bootcamp,4,web,Web Developer
d8611b51,BBA,1,"content writing, excel, seo",growth marketing,DeepLearning.AI,online-course,3,marketing,Digital Marketer
9f0d6c66,BSc,2,"r, sql, data analysis, power bi, google analytics",business intelligence,IBM Data Analyst,university,4,data,Data Analyst
34126e40,Diploma,8,"react, javascript, webpack, sass",frontend development,,online-course,6,web,Web Developer
b7fc8ad1,MCA,2,"cloud computing, ansible, kubernetes, azure, google cloud",backend development,,self-taught,5,cloud,Cloud Engineer
59261c1c,BCA,2,"rest apis, nodejs, docker, microservices",devops,AWS Solutions Architect,workplace,2,web,Backend Developer
de87af0c,BTech,0,"prototyping, html, adobe xd, ui/ux, figma, roadmapping",product strategy,,self-taught,0,none,UI/UX Designer
494c4158,MCA,5,"react, next.js, docker, sql",devops,AWS Solutions Architect,university,5,web,Full Stack Developer
6b8afe8a,BSc,6,"networking, linux, ethical hacking, siem, react",cybersecurity,CISSP,self-taught,6,security,Cybersecurity Analyst
29e4bef1,BCA,6,"machine learning, spark, deep learning, pytorch, tensorflow",devops,AWS ML Specialty,online-course,4,ml,ML Engineer
73227fd7,BCA,4,"firewall, python, networking, ethical hacking",cloud infrastructure,CEH Ethical Hacking,university,2,security,Cybersecurity Analyst
a14fc0fe,BBA,4,"roadmapping, user research, jira, agile",growth marketing,Coursera PM,university,5,business,Product Manager
eea4a1f4,BBA,7,"business analysis, roadmapping, product management, python",product strategy,Scrum Master,online-course,6,business,Product Manager
646a12c1,BBA,3,"digital marketing, google analytics, content writing, social media",growth marketing,HubSpot Marketing,workplace,4,marketing,Digital Marketer
68c06dd9,BBA,1,"terraform, ci/cd, kubernetes, git, docker, ansible",backend development,Kubernetes CKA,online-course,1,devops,DevOps Engineer
2f12e4db,MBA,2,"content writing, copywriting, google analytics",growth marketing,Google Analytics,university,3,marketing,Digital Marketer
963e4855,BCA,2,"javascript, css, nodejs, sql",devops,Udemy Web Dev,university,2,web,Full Stack Developer
1ede2d6d,MBA,4,"pytorch, spark, machine learning, tensorflow, mlflow, deep learning",devops,TensorFlow Developer,online-course,6,ml,ML Engineer
3af520e6,BSc,4,"kubernetes, ansible, ci/cd, terraform",cloud infrastructure,,bootcamp,4,devops,DevOps Engineer
0146fb43,MCA,5,"power bi, copywriting, digital marketing, content writing, seo, social media",product strategy,,online-course,6,marketing,Digital Marketer
b9f35e72,BBA,4,"tableau, agile, business analysis, sql",business intelligence,Scrum Master,university,4,business,Business Analyst
4c39b5e1,BBA,3,"google analytics, digital marketing, content writing, excel",business intelligence,Coursera Marketing,university,2,marketing,Digital Marketer
d42d52fc,Diploma,3,"cryptography, networking, ethical hacking, linux",backend development,,university,4,security,Cybersecurity Analyst
04b80205,BTech,2,"deep learning, docker, machine learning, pytorch",machine learning,TensorFlow Developer,workplace,4,ml,ML Engineer
dd20aab4,Diploma,0,"typescript, react, sass, nodejs, javascript",ux research,Meta Front-End Developer,university,1,web,Web Developer
a1e8f521,BBA,6,"sass, react, webpack, javascript, css",mobile development,Google UX Design,workplace,8,web,Web Developer
9f9dedcb,BTech,3,"linux, sql, nodejs, mongodb, postgresql, java",cloud infrastructure,Udemy Web Dev,online-course,2,web,Backend Developer
ecb2ad86,MBA,5,"docker, nodejs, linux, react, mongodb, sql, css",devops,Udemy Web Dev,bootcamp,6,web,Full Stack Developer
8abf52f6,BSc,3,"sql, pandas, tableau",machine learning,,workplace,2,data,Data Analyst
656bbed5,BTech,1,"networking, cloud computing, ansible, azure",backend development,AWS Solutions Architect,workplace,1,cloud,Cloud Engineer
ab2a2c7c,MBA,3,"swift, react native, rest apis, firebase, flutter",backend development,Apple Swift,online-course,5,mobile,Mobile Developer
c168fe66,BTech,2,"react, webpack, html, css, javascript",ux research,,bootcamp,5,web,Web Developer
65fc80b1,BTech,1,"ansible, prometheus, kubernetes, aws, ci/cd, docker",devops,,university,2,devops,DevOps Engineer
01b60406,BSc,3,"typescript, figma, html, css",mobile development,,university,3,web,Web Developer
783eb5ec,MCA,3,"python, deep learning, data analysis, power bi",machine learning,DeepLearning.AI,workplace,2,data,Data Scientist
19340500,MCA,6,"linux, python, deep learning, docker, mlflow",data engineering,TensorFlow Developer,online-course,7,ml,ML Engineer
4f0c9fab,BTech,4,"linux, git, docker, prometheus",devops,,university,2,devops,DevOps Engineer
46b56522,BCA,2,"docker, nodejs, html, css, dart",devops,,university,5,web,Full Stack Developer
2958734a,Diploma,0,"dart, rest apis, react native",frontend development,Google Associate Android,online-course,2,mobile,Mobile Developer
f8f87da4,BTech,3,"firebase, javascript, kotlin, react native, swift, machine learning",frontend development,,self-taught,2,mobile,Mobile Developer
e2901b21,BTech,6,"networking, aws, bash, cloud computing",cloud infrastructure,Google Cloud Professional,self-taught,7,cloud,Cloud Engineer
4b2ba4f2,BBA,6,"android, react native, dart, javascript, flutter",mobile development,Google Associate Android,self-taught,4,mobile,Mobile Developer
6ddae55c,Diploma,3,"ui/ux, product management, figma, css",product strategy,Meta Front-End Developer,workplace,2,design,UI/UX Designer
cb87404e,MCA,8,"nodejs, java, mongodb, wireframing",cloud infrastructure,Oracle Java,workplace,8,web,Backend Developer
304da8a5,MCA,5,"react, javascript, html, css, next.js",frontend development,Udemy Web Dev,self-taught,6,web,Web Developer
516453ca,BCA,4,"ui/ux, figma, adobe xd, user research, design systems",product strategy,Google UX Design,online-course,3,design,UI/UX Designer
807b0e0d,Diploma,4,"kubernetes, ansible, aws, google cloud, azure, python",cloud infrastructure,,online-course,5,cloud,Cloud Engineer
4f7d79d3,MCA,5,"jira, business analysis, sql, tableau, html",growth marketing,Microsoft Power BI,university,6,business,Business Analyst
65023c53,BCA,1,"sql, mongodb, css, docker",backend development,freeCodeCamp,online-course,3,web,Full Stack Developer
0fb1e630,MCA,0,"python, nodejs, docker, rest apis, redis, ethical hacking",devops,Udemy Web Dev,online-course,1,web,Backend Developer
8192ad36,MBA,1,"sql, requirements gathering, power bi, business analysis",product strategy,CBAP,university,2,business,Business Analyst
458fb1b8,BTech,4,"mongodb, git, css, next.js, html",frontend development,freeCodeCamp,workplace,5,web,Full Stack Developer
827231a8,BSc,3,"python, redis, sql, nodejs, git, rest apis",devops,AWS Solutions Architect,self-taught,5,web,Backend Developer
28509796,MBA,5,"agile, python, sql, user research, roadmapping, jira",growth marketing,,university,4,business,Product Manager
509119c4,BSc,4,"dart, swift, ios, flutter, javascript",frontend development,Flutter Certified,bootcamp,7,mobile,Mobile Developer
16950a2f,BTech,2,"jenkins, kubernetes, ci/cd, docker, aws",devops,AWS DevOps,university,3,devops,DevOps Engineer
adff2e4b,MBA,5,"okrs, excel, agile, jira",product strategy,Product School PM,workplace,3,business,Product Manager
508d9958,BTech,2,"linux, kubernetes, git, aws, terraform",devops,Kubernetes CKA,university,3,devops,DevOps Engineer
89f5c1d5,BTech,4,"docker, linux, ci/cd, prometheus, aws, git",cloud infrastructure,Kubernetes CKA,university,5,devops,DevOps Engineer
1b382f4b,MCA,4,"deep learning, docker, machine learning, python",machine learning,DeepLearning.AI,online-course,3,ml,ML Engineer
fbea7857,MBA,5,"python, sql, nodejs, docker, rest apis, postgresql",devops,Oracle Java,self-taught,9,web,Backend Developer
cf64eebe,MCA,3,"networking, kubernetes, docker, azure, google cloud",backend development,,university,4,cloud,Cloud Engineer
8e71bbf7,BTech,0,"mongodb, python, rest apis, sql",devops,AWS Solutions Architect,workplace,2,web,Backend Developer
cbbbc07c,BSc,2,"html, webpack, react, power bi",mobile development,Google UX Design,self-taught,5,web,Web Developer
e1a277d0,BCA,1,"azure, terraform, kubernetes, python",backend development,Google Cloud Professional,university,0,none,Cloud Engineer
daca1266,BTech,6,"ads, digital marketing, content writing, seo",growth marketing,Coursera Marketing,online-course,5,marketing,Digital Marketer
e0d55b61,BSc,5,"html, figma, react, typescript",ux research,,university,4,web,Web Developer
7117c115,BBA,2,"sql, product management, agile, excel, requirements gathering, tableau",product strategy,,workplace,5,business,Business Analyst
2145ab21,BSc,0,"sql, data analysis, r, tableau",data engineering,HubSpot Marketing,self-taught,2,data,Data Analyst
09be43f9,BSc,1,"excel, tableau, statistics",business intelligence,,online-course,3,data,Data Analyst
c9298dc7,MCA,2,"jira, business analysis, requirements gathering, sql, pytorch",business intelligence,,online-course,5,business,Business Analyst
553d18a7,BTech,2,"bash, linux, aws, ci/cd, docker",backend development,Kubernetes CKA,university,3,devops,DevOps Engineer
7fc457f3,BTech,0,"redis, nodejs, java, sql",cloud infrastructure,,workplace,0,none,Backend Developer
9c5fd295,BCA,3,"postgresql, java, python",backend development,MongoDB Associate,university,3,web,Backend Developer
92db2955,BCA,4,"ios, react native, rest apis, flutter",mobile development,Udemy Mobile Dev,university,4,mobile,Mobile Developer
951a054a,MCA,0,"html, javascript, react, figma, typescript, rest apis",mobile development,,online-course,0,none,Web Developer
da5bcf20,BTech,6,"excel, tableau, jira, agile",business intelligence,Microsoft Power BI,online-course,3,business,Business Analyst
4768d01b,Diploma,2,"figma, sketch, ui/ux, javascript",product strategy,Meta Front-End Developer,workplace,3,design,UI/UX Designer
9eb8648d,BSc,3,"excel, python, tableau, sql",data engineering,IBM Data Analyst,online-course,2,data,Data Analyst
de9ffc5a,BBA,2,"business analysis, excel, tableau",business intelligence,PMP,university,3,business,Business Analyst
29d3d34f,BBA,6,"firewall, linux, penetration testing, ethical hacking, networking",backend development,CISSP,bootcamp,6,security,Cybersecurity Analyst
795e2a93,BTech,3,"terraform, ci/cd, prometheus, linux",backend development,,workplace,5,devops,DevOps Engineer
4aa84f60,Diploma,4,"rest apis, docker, java, sql, python, postgresql",devops,AWS Solutions Architect,online-course,4,web,Backend Developer
1affdf4b,BTech,2,"linux, bash, siem, penetration testing, ethical hacking",backend development,CompTIA Security+,online-course,5,security,Cybersecurity Analyst
cd8e83b0,BSc,2,"git, html, javascript, next.js, sass",ux research,freeCodeCamp,bootcamp,5,web,Web Developer
346be7ad,BTech,5,"terraform, jenkins, prometheus, kubernetes",devops,Kubernetes CKA,university,6,devops,DevOps Engineer
080ee29c,MBA,6,"machine learning, deep learning, tensorflow, kubernetes, pytorch",machine learning,AWS ML Specialty,bootcamp,4,ml,ML Engineer
04717d70,MCA,5,"google cloud, kubernetes, aws, linux, docker",devops,Azure Fundamentals,bootcamp,7,cloud,Cloud Engineer
34ee9982,BTech,5,"ethical hacking, linux, firewall",backend development,AWS Security,university,3,security,Cybersecurity Analyst
8f1ec9b7,BCA,5,"java, postgresql, rest apis, nodejs",backend development,Udemy Web Dev,university,6,web,Backend Developer
ff5517d1,MCA,5,"ui/ux, adobe xd, wireframing, design systems, javascript",product strategy,Interaction Design Foundation,online-course,7,design,UI/UX Designer
3565d352,BTech,5,"firewall, siem, cybersecurity, networking, ethical hacking",cloud infrastructure,CEH Ethical Hacking,bootcamp,8,security,Cybersecurity Analyst
8d5e827a,MBA,9,"power bi, excel, python, agile",product strategy,,university,9,business,Business Analyst
327c866e,BSc,2,"requirements gathering, sql, agile, process mapping, business analysis",growth marketing,,bootcamp,5,business,Business Analyst
9cd4e765,BSc,4,"agile, jira, sql, process mapping",growth marketing,,online-course,3,business,Business Analyst
54a4ad30,BTech,2,"linux, prometheus, jenkins, terraform",cloud infrastructure,,self-taught,4,devops,DevOps Engineer
72dded25,MBA,7,"user research, jira, product management",business intelligence,Coursera PM,university,3,business,Product Manager
13112df1,BCA,0,"css, html, docker, nodejs",devops,,online-course,1,web,Full Stack Developer
c551d055,MCA,4,"user research, excel, product management, wireframing, agile",growth marketing,Product School PM,bootcamp,6,business,Product Manager
cc8cc257,BSc,1,"spark, machine learning, deep learning, sql",data engineering,Coursera ML,university,2,ml,ML Engineer
3161d39c,MCA,5,"roadmapping, wireframing, user research, excel, statistics",product strategy,,self-taught,3,business,Product Manager
563fd9f2,MCA,7,"microservices, sql, git, rest apis, mongodb",backend development,Oracle Java,bootcamp,3,web,Backend Developer
ac62da14,BSc,5,"pytorch, python, kubernetes, deep learning",devops,,university,6,ml,ML Engineer
e3c9122b,MCA,2,"machine learning, statistics, python, numpy",machine learning,IBM Data Science,online-course,2,data,Data Scientist
064c60ee,BTech,4,"typescript, nodejs, html",backend development,,workplace,3,web,Full Stack Developer
1a497c08,Diploma,0,"css, webpack, javascript",frontend development,freeCodeCamp,university,2,web,Web Developer
3d594a04,MBA,5,"business analysis, okrs, roadmapping, python, excel, css",business intelligence,PMP,self-taught,6,business,Product Manager
03b99507,MCA,2,"python, docker, deep learning",data engineering,TensorFlow Developer,university,4,ml,ML Engineer
7881fa0e,BSc,4,"html, react, figma, css, next.js",ux research,,workplace,5,web,Web Developer
2dce3f38,BBA,3,"agile, process mapping, jira, business analysis",growth marketing,Scrum Master,university,2,business,Business Analyst
b9ee5f57,BSc,5,"firebase, swift, javascript, flutter, react native, android",backend development,Google Associate Android,online-course,5,mobile,Mobile Developer
127ca007,BCA,5,"aws, kubernetes, cloud computing, linux, html",cloud infrastructure,Google Cloud Professional,self-taught,4,cloud,Cloud Engineer
4c7fad0e,MBA,1,"react native, javascript, ios, wireframing",mobile development,,university,0,none,Mobile Developer
34202615,BBA,8,"pandas, data analysis, python, statistics, sql",machine learning,Google Data Analytics,online-course,10,data,Data Scientist
50ba059f,BSc,1,"r, sql, excel, numpy, data analysis",business intelligence,DeepLearning.AI,workplace,1,data,Data Scientist
d7d52770,MBA,6,"cybersecurity, penetration testing, linux",cybersecurity,,workplace,3,security,Cybersecurity Analyst
06c945ab,MCA,3,"python, microservices, sql, nodejs",devops,,university,2,web,Backend Developer
c4059037,Diploma,2,"html, mongodb, linux, sql, next.js",backend development,,online-course,4,web,Full Stack Developer
fc02df3e,Diploma,2,"css, typescript, html",frontend development,Google UX Design,university,4,web,Web Developer
9eece546,BTech,3,"ci/cd, terraform, git",cloud infrastructure,AWS DevOps,university,5,devops,DevOps Engineer
d67af78b,BBA,3,"excel, user research, agile",growth marketing,,self-taught,5,business,Product Manager
d8cbfc66,BBA,4,"product management, tableau, sql, agile, jira",product strategy,PMP,university,4,business,Business Analyst
d9b73cb0,BCA,1,"firebase, flutter, kotlin, react native",backend development,,university,3,mobile,Mobile Developer
61de2391,BCA,2,"pytorch, mlflow, spark, python, sql",data engineering,,online-course,5,ml,ML Engineer
9652a42c,BSc,4,"wireframing, sketch, adobe xd, figma",frontend development,Interaction Design Foundation,bootcamp,6,design,UI/UX Designer
15513c81,MCA,3,"machine learning, excel, pandas, statistics",machine learning,IBM Data Science,university,5,data,Data Scientist
fd94dcf0,MBA,5,"bash, cybersecurity, linux, python, networking, penetration testing",cybersecurity,,online-course,7,security,Cybersecurity Analyst
10226052,BCA,9,"nodejs, mongodb, typescript, react, linux",backend development,DeepLearning.AI,online-course,9,web,Full Stack Developer
8f0d841a,BSc,1,"statistics, numpy, deep learning, python",business intelligence,DeepLearning.AI,university,0,none,Data Scientist
2d55acde,Diploma,3,"user research, figma, css, html",product strategy,Meta Front-End Developer,online-course,4,design,UI/UX Designer
6186336a,BTech,0,"rest apis, java, redis",cloud infrastructure,,university,2,web,Backend Developer
3e39418d,Diploma,1,"figma, adobe xd, user research, sketch, html",ux research,Interaction Design Foundation,workplace,3,design,UI/UX Designer
926966a0,Diploma,7,"react native, firebase, swift",backend development,,university,6,mobile,Mobile Developer
4eabdcbe,MBA,5,"flutter, firebase, react native, android, dart",mobile development,Flutter Certified,self-taught,7,mobile,Mobile Developer
0d475a56,BCA,5,"figma, sketch, wireframing, adobe xd, user research",frontend development,Meta Front-End Developer,online-course,7,design,UI/UX Designer
0e2de779,BBA,0,"email marketing, digital marketing, content writing",business intelligence,,university,1,marketing,Digital Marketer
9c83d7b0,BBA,4,"aws, docker, jenkins, linux, kubernetes, ansible",cloud infrastructure,,workplace,5,devops,DevOps Engineer
212326a5,BTech,4,"typescript, html, javascript, webpack, react, css",mobile development,,online-course,5,web,Web Developer
45a67cbe,BTech,0,"sql, mongodb, python, git, java, microservices",cloud infrastructure,MongoDB Associate,university,2,web,Backend Developer
42511e0d,BTech,4,"css, wireframing, user research, machine learning",ux research,Interaction Design Foundation,online-course,4,design,UI/UX Designer
e37e9c4b,MCA,1,"react, javascript, css, mongodb, nodejs, linux",backend development,,university,2,web,Full Stack Developer
774ff0a0,BBA,4,"seo, content writing, email marketing, copywriting, google analytics",growth marketing,Meta Marketing,university,4,marketing,Digital Marketer
ebe0ed20,BBA,4,"cybersecurity, linux, siem, penetration testing, python",backend development,CompTIA Security+,university,5,security,Cybersecurity Analyst
d083f31b,MCA,0,"nodejs, python, microservices, mongodb, linux",cloud infrastructure,,online-course,3,web,Backend Developer
679cada4,BTech,4,"tensorflow, deep learning, spark",machine learning,TensorFlow Developer,workplace,3,ml,ML Engineer
8d17e2b3,BTech,5,"kubernetes, linux, prometheus",devops,Azure DevOps,workplace,4,devops,DevOps Engineer
ee36e897,MBA,5,"ui/ux, figma, prototyping, user research, wireframing, css",ux research,Google UX Design,online-course,9,design,UI/UX Designer
7d5499e6,MCA,5,"docker, react, linux, mongodb, nodejs, css",frontend development,Meta Front-End Developer,workplace,7,web,Full Stack Developer
2a093975,MBA,6,"email marketing, content writing, power bi, google analytics",business intelligence,HubSpot Marketing,university,4,marketing,Digital Marketer
7be53c52,MCA,2,"java, redis, python, sql, docker",backend development,,university,4,web,Backend Developer
10f3aced,MBA,4,"figma, product management, html, wireframing, ui/ux",frontend development,Google UX Design,online-course,5,design,UI/UX Designer
e827d997,MBA,4,"firewall, ethical hacking, networking",backend development,CompTIA Security+,university,5,security,Cybersecurity Analyst
23150ba7,BCA,1,"kotlin, dart, javascript",frontend development,,university,2,mobile,Mobile Developer
260da687,Diploma,0,"css, javascript, figma, ui/ux, html",frontend development,Meta Front-End Developer,workplace,0,none,UI/UX Designer
fe073876,MBA,1,"flutter, dart, ios, android, javascript, digital marketing",backend development,Google Associate Android,bootcamp,1,mobile,Mobile Developer
be890a65,BTech,3,"prometheus, docker, linux, python",backend development,,university,5,devops,DevOps Engineer
7d3603d2,BSc,3,"docker, bash, kubernetes, react native",backend development,,online-course,2,devops,DevOps Engineer
998bc538,Diploma,0,"html, wireframing, user research, design systems, ui/ux",frontend development,Interaction Design Foundation,university,3,design,UI/UX Designer
0556cd04,BSc,5,"google analytics, power bi, tableau",machine learning,Microsoft Power BI,online-course,4,data,Data Analyst
a86a4c48,BTech,3,"postgresql, python, sql, rest apis",devops,HubSpot Marketing,online-course,2,web,Backend Developer
c46bf74b,BBA,2,"adobe xd, prototyping, user research, design systems, machine learning",ux research,Meta Front-End Developer,university,2,design,UI/UX Designer
2cc76233,MBA,3,"process mapping, jira, agile, power bi",business intelligence,Microsoft Power BI,workplace,5,business,Business Analyst
5cd761f9,BCA,1,"java, microservices, sql, redis",cloud infrastructure,,university,1,web,Backend Developer
ca8f5754,MBA,4,"email marketing, content writing, seo, digital marketing, power bi",business intelligence,Meta Marketing,university,5,marketing,Digital Marketer
7fcac90e,BBA,4,"cryptography, networking, penetration testing, cybersecurity, ethical hacking, kubernetes",cloud infrastructure,CEH Ethical Hacking,self-taught,3,security,Cybersecurity Analyst
65f92caf,MCA,1,"java, mongodb, nodejs, postgresql",cloud infrastructure,MongoDB Associate,workplace,0,none,Backend Developer
4debb854,BTech,1,"ios, flutter, dart, nodejs",frontend development,,university,3,mobile,Mobile Developer
202ab0ae,BBA,5,"sql, css, react, mongodb, next.js",frontend development,Meta Front-End Developer,self-taught,7,web,Full Stack Developer
cf0077d0,MCA,4,"python, data analysis, numpy, sql",data engineering,Coursera ML,workplace,5,data,Data Scientist
d97307cc,BCA,4,"css, figma, javascript, react, webpack",mobile development,freeCodeCamp,university,4,web,Web Developer
