user_id,education,experience_years,skills,interests,certification,target_career
271d5445,BSc,7,"['c++', 'product management', 'networking', 'deep learning', 'excel', 'business']",['business'],Google Data Analytics,Product Manager
d9bec82f,BSc,7,"['power bi', 'machine learning', 'cybersecurity', 'html']",['security'],Udemy Web Dev,Cybersecurity Analyst
e9a04676,MCA,5,"['machine learning', 'sql', 'python', 'seo']",['ai'],Udemy Web Dev,Data Scientist
4adec166,BSc,10,"['nodejs', 'aws', 'data analysis', 'cybersecurity']",['ai'],None,Cloud Engineer
b3735ee8,MCA,5,"['digital marketing', 'react', 'html']",['web development'],Google Data Analytics,Web Developer
f6f41bed,BSc,4,"['css', 'digital marketing', 'seo', 'content writing', 'deep learning']",['marketing'],Azure Fundamentals,Digital Marketer
a423bd1e,MCA,2,"['aws', 'figma', 'product management', 'machine learning', 'deep learning', 'cloud computing']",['ai'],Udemy Web Dev,ML Engineer
101f8459,BSc,1,"['power bi', 'figma', 'machine learning', 'data analysis', 'sql']",['data'],Coursera ML,Data Scientist
7eb5ffa0,Diploma,9,"['product management', 'javascript', 'business', 'excel']",['business'],AWS Certification,Product Manager
c7585151,BCA,9,"['aws', 'digital marketing', 'deep learning', 'excel', 'data analysis']",['ai'],Coursera ML,Cloud Engineer
135ef771,BSc,5,"['cybersecurity', 'tableau', 'machine learning', 'networking', 'excel']",['security'],Udemy Web Dev,Cybersecurity Analyst
15ef206a,MBA,8,"['css', 'javascript', 'react', 'sql']",['web development'],AWS Certification,Web Developer
e561fe0d,Diploma,8,"['figma', 'business', 'excel']",['business'],Coursera ML,Product Manager
2069abc8,BTech,5,"['tableau', 'sql', 'java']",['web development'],AWS Certification,Backend Developer
94533282,Diploma,10,"['css', 'machine learning', 'content writing', 'html']",['web development'],None,Web Developer
59220432,Diploma,3,"['ui/ux', 'aws', 'cloud computing']",['design'],None,UI/UX Designer
f93d90a2,BTech,10,"['ui/ux', 'cloud computing']",['design'],Google Data Analytics,UI/UX Designer
a94227d5,BCA,3,"['digital marketing', 'content writing', 'seo', 'azure', 'data analysis']",['marketing'],None,Digital Marketer
f3ebc338,BCA,1,"['machine learning', 'data analysis', 'sql']",['ai'],Udemy Web Dev,Data Scientist
b51a8fbe,MBA,9,"['figma', 'product management', 'digital marketing', 'java', 'sql', 'business']",['business'],None,Product Manager
83a42803,MCA,2,"['power bi', 'figma', 'product management', 'seo', 'java', 'nodejs']",['web development'],Udemy Web Dev,Backend Developer
a86a996d,BTech,8,"['digital marketing', 'seo', 'java', 'content writing', 'cloud computing']",['marketing'],AWS Certification,Digital Marketer
30dabbf2,BTech,2,"['nodejs', 'aws', 'sql', 'content writing']",['web development'],Udemy Web Dev,Backend Developer
d017976f,Diploma,4,"['aws', 'cloud computing', 'azure']",['ai'],Google Data Analytics,Cloud Engineer
80acd4c0,Diploma,5,"['machine learning', 'tableau', 'digital marketing']",['ai'],Udemy Web Dev,ML Engineer
f1019148,BTech,5,"['nodejs', 'aws', 'react', 'content writing']",['ai'],AWS Certification,ML Engineer
84ec015a,Diploma,1,"['css', 'c++', 'cybersecurity', 'content writing', 'nodejs']",['security'],AWS Certification,Cybersecurity Analyst
1537d178,BSc,5,"['networking', 'cloud computing', 'deep learning', 'python', 'azure']",['ai'],Google Data Analytics,Cloud Engineer
a351223b,BCA,2,"['css', 'aws', 'product management', 'excel', 'nodejs']",['business'],Azure Fundamentals,Product Manager
ae6df488,BCA,4,"['nodejs', 'figma']",['web development'],None,Backend Developer
94e18446,Diploma,2,"['react', 'java']",['web development'],Udemy Web Dev,Web Developer
516b9677,BTech,8,"['ui/ux', 'content writing', 'figma']",['design'],Azure Fundamentals,UI/UX Designer
d71ab07a,BTech,6,"['nodejs', 'machine learning', 'digital marketing', 'sql']",['ai'],Coursera ML,Data Scientist
1f9551b7,MBA,1,"['css', 'react', 'html', 'ui/ux', 'javascript']",['web development'],AWS Certification,Web Developer
49ded95b,Diploma,7,"['react', 'python', 'nodejs', 'data analysis', 'sql']",['data'],None,Data Scientist
73a8f4a4,MCA,10,"['c++', 'product management', 'seo', 'machine learning', 'python', 'data analysis', 'sql']",['data'],Coursera ML,Data Scientist
0550fe0b,BSc,0,"['figma', 'machine learning', 'python', 'excel', 'azure', 'data analysis', 'sql']",['ai'],None,Data Scientist
53887155,BSc,1,"['product management', 'javascript', 'deep learning', 'excel', 'sql', 'business']",['business'],AWS Certification,Product Manager
20826de4,BTech,6,"['networking', 'content writing', 'java']",['security'],AWS Certification,Cybersecurity Analyst
738d4278,BSc,2,"['html', 'cloud computing', 'azure', 'data analysis', 'sql']",['data'],Udemy Web Dev,Data Scientist
3df4de56,BSc,5,"['javascript', 'machine learning', 'digital marketing', 'business']",['business'],AWS Certification,Product Manager
becd1f63,Diploma,10,"['figma', 'machine learning', 'deep learning', 'python', 'sql']",['ai'],Google Data Analytics,ML Engineer
ff47a154,BSc,8,"['product management', 'digital marketing', 'html', 'javascript', 'excel', 'business']",['business'],Udemy Web Dev,Product Manager
f10740e7,BCA,1,"['tableau', 'html', 'javascript', 'machine learning', 'python', 'sql']",['ai'],Coursera ML,Data Scientist
ac01528e,BCA,2,"['cybersecurity', 'azure']",['security'],None,Cybersecurity Analyst
5e22b52b,BCA,1,"['nodejs', 'tableau', 'sql', 'java']",['web development'],Coursera ML,Backend Developer
ffd32d74,BTech,1,"['aws', 'figma', 'cloud computing', 'deep learning', 'azure']",['ai'],None,Cloud Engineer
47198f3d,Diploma,5,"['aws', 'cybersecurity', 'tableau', 'machine learning', 'deep learning']",['ai'],Azure Fundamentals,ML Engineer
d0ca69dc,MCA,10,"['product management', 'machine learning', 'tableau']",['data'],Azure Fundamentals,Data Scientist
903e912d,BTech,2,"['aws', 'data analysis', 'sql', 'seo']",['ai'],Udemy Web Dev,Cloud Engineer
8eca9474,BCA,6,"['aws', 'java', 'networking']",['ai'],Udemy Web Dev,Cloud Engineer
03433edb,BSc,0,"['product management', 'content writing']",['marketing'],AWS Certification,Digital Marketer
fde98ef3,BCA,3,"['product management', 'power bi', 'excel']",['business'],Coursera ML,Product Manager
df879205,MBA,3,"['tableau', 'cybersecurity', 'html']",['security'],Azure Fundamentals,Cybersecurity Analyst
2266a43c,BTech,5,"['digital marketing', 'cloud computing', 'azure']",['ai'],None,Cloud Engineer
fc93262e,Diploma,3,"['figma', 'product management', 'networking', 'excel', 'business']",['business'],Azure Fundamentals,Product Manager
dfcddb9d,Diploma,6,"['javascript', 'networking', 'python']",['security'],Coursera ML,Cybersecurity Analyst
8cbecb53,BTech,4,"['css', 'cloud computing', 'product management']",['ai'],Google Data Analytics,Cloud Engineer
17781cb5,BCA,6,"['cloud computing', 'content writing']",['ai'],Google Data Analytics,Cloud Engineer
29ead4c8,BTech,6,"['c++', 'tableau', 'deep learning', 'python', 'data analysis', 'sql']",['ai'],Udemy Web Dev,Data Scientist
c9a31d1d,MBA,9,"['aws', 'tableau', 'ui/ux', 'deep learning', 'python', 'nodejs', 'sql']",['ai'],AWS Certification,ML Engineer
f4d24519,BTech,1,"['aws', 'cloud computing', 'java', 'azure']",['ai'],Google Data Analytics,Cloud Engineer
5454b560,BSc,0,"['seo', 'cybersecurity']",['marketing'],None,Digital Marketer
cbe7dffd,BTech,3,"['aws', 'java', 'networking', 'nodejs', 'data analysis']",['security'],AWS Certification,Cybersecurity Analyst
c1bf7052,BCA,6,"['react', 'seo', 'tableau']",['marketing'],None,Digital Marketer
e79809df,BCA,1,"['aws', 'tableau', 'machine learning', 'networking', 'python', 'excel', 'data analysis', 'sql']",['data'],Azure Fundamentals,Data Scientist
052b73c8,BCA,9,"['c++', 'cybersecurity', 'figma', 'networking', 'nodejs']",['security'],Google Data Analytics,Cybersecurity Analyst
fe2b8f35,BSc,10,"['product management', 'digital marketing', 'python']",['marketing'],Azure Fundamentals,Digital Marketer
8def9dbf,Diploma,5,"['java', 'figma']",['design'],AWS Certification,UI/UX Designer
ce45f18b,BCA,8,"['digital marketing', 'data analysis', 'content writing', 'seo']",['marketing'],Coursera ML,Digital Marketer
4eb60747,MCA,9,"['ui/ux', 'javascript', 'aws', 'cloud computing']",['ai'],Azure Fundamentals,Cloud Engineer
5da1f2d2,BCA,9,"['css', 'digital marketing', 'seo']",['marketing'],AWS Certification,Digital Marketer
efeccc89,BCA,6,"['css', 'machine learning', 'python', 'excel', 'data analysis', 'sql']",['data'],Coursera ML,Data Scientist
25f4deb0,MCA,7,"['css', 'cybersecurity', 'c++', 'react', 'machine learning', 'networking']",['security'],Azure Fundamentals,Cybersecurity Analyst
d5777654,BCA,5,"['deep learning', 'seo', 'c++', 'excel']",['marketing'],Coursera ML,Digital Marketer
c67bc4f9,Diploma,0,"['aws', 'seo', 'machine learning', 'networking', 'python', 'excel']",['data'],AWS Certification,Data Scientist
d1cff6ad,BCA,8,"['css', 'react', 'html', 'javascript', 'deep learning']",['web development'],Udemy Web Dev,Web Developer
3115d6be,MCA,8,"['sql', 'java', 'content writing']",['web development'],Google Data Analytics,Backend Developer
e9d0ded0,MCA,7,"['product management', 'sql', 'c++', 'content writing']",['data'],Azure Fundamentals,Data Scientist
be8b04c8,MBA,9,"['cloud computing', 'cybersecurity', 'data analysis', 'c++']",['data'],None,Data Scientist
bdd6c55a,MBA,0,"['aws', 'product management', 'networking', 'data analysis', 'sql']",['ai'],Udemy Web Dev,ML Engineer
29638414,BTech,1,"['javascript', 'content writing', 'python']",['web development'],AWS Certification,Web Developer
414b1342,BCA,4,"['figma', 'digital marketing', 'html', 'ui/ux', 'deep learning', 'nodejs']",['design'],Udemy Web Dev,UI/UX Designer
9bb5eb88,BCA,4,"['aws', 'figma', 'seo', 'java', 'machine learning', 'deep learning', 'python']",['ai'],AWS Certification,ML Engineer
117a5c02,MCA,5,"['aws', 'cloud computing', 'deep learning', 'azure', 'sql']",['ai'],AWS Certification,Cloud Engineer
42abd25c,MCA,2,"['cloud computing', 'c++', 'sql', 'python']",['ai'],Coursera ML,Data Scientist
e769c4ec,MCA,0,"['power bi', 'data analysis', 'html', 'figma']",['design'],Coursera ML,UI/UX Designer
ad7919ab,MCA,2,"['networking', 'seo', 'cybersecurity']",['security'],None,Cybersecurity Analyst
e690c39d,MBA,6,"['react', 'machine learning', 'data analysis']",['ai'],None,Data Scientist
e205f55c,Diploma,10,"['css', 'html', 'javascript', 'excel', 'business']",['business'],Azure Fundamentals,Product Manager
21487045,MCA,0,"['css', 'cybersecurity', 'product management', 'react', 'nodejs', 'business']",['business'],Udemy Web Dev,Product Manager
439ee049,BSc,4,"['machine learning', 'data analysis', 'content writing', 'python']",['ai'],None,Data Scientist
762c0f0b,MCA,7,"['aws', 'javascript', 'machine learning', 'deep learning', 'python']",['ai'],Udemy Web Dev,ML Engineer
a5b86442,BTech,2,"['ui/ux', 'machine learning', 'excel']",['business'],Azure Fundamentals,Product Manager
1238b237,BTech,7,"['java', 'html', 'nodejs', 'data analysis', 'sql']",['web development'],AWS Certification,Backend Developer
f5c16816,BSc,3,"['product management', 'digital marketing', 'tableau', 'seo', 'content writing', 'nodejs', 'sql']",['marketing'],Udemy Web Dev,Digital Marketer
03e0ad8c,Diploma,8,"['product management', 'nodejs', 'digital marketing', 'figma']",['design'],Udemy Web Dev,UI/UX Designer
b4684f90,MCA,1,"['figma', 'digital marketing', 'machine learning', 'deep learning', 'excel', 'python']",['ai'],Azure Fundamentals,ML Engineer
c5b5d7d9,BSc,1,"['product management', 'nodejs', 'java']",['web development'],Udemy Web Dev,Backend Developer
02e42e17,BTech,6,['cybersecurity'],['security'],Udemy Web Dev,Cybersecurity Analyst
5b5a6d8c,MBA,2,"['machine learning', 'deep learning', 'aws']",['ai'],AWS Certification,ML Engineer
914a5784,MBA,8,"['nodejs', 'digital marketing']",['marketing'],Google Data Analytics,Digital Marketer
879f3421,MBA,1,"['power bi', 'css', 'java', 'nodejs', 'sql']",['web development'],None,Backend Developer
13c0f849,BTech,6,"['css', 'product management', 'react', 'html', 'javascript', 'python']",['web development'],None,Web Developer
0bab928b,MBA,9,"['nodejs', 'data analysis', 'sql']",['web development'],Coursera ML,Backend Developer
d032a55b,MBA,10,"['product management', 'power bi', 'excel']",['business'],Azure Fundamentals,Product Manager
8cb80f0a,MCA,6,"['aws', 'product management', 'java', 'ui/ux', 'cloud computing', 'nodejs']",['web development'],AWS Certification,Backend Developer
d4d2ecfe,BTech,2,"['machine learning', 'networking', 'cloud computing', 'python', 'data analysis', 'sql']",['data'],Udemy Web Dev,Data Scientist
d31d800c,BTech,5,"['css', 'aws', 'networking', 'python', 'nodejs']",['security'],Coursera ML,Cybersecurity Analyst
11555388,MBA,7,"['c++', 'figma', 'content writing', 'ui/ux', 'cloud computing', 'azure']",['design'],Google Data Analytics,UI/UX Designer
323f7dee,BSc,6,"['ui/ux', 'nodejs', 'sql']",['web development'],Coursera ML,Backend Developer
cb046b42,BTech,3,"['product management', 'data analysis']",['business'],AWS Certification,Product Manager
30ae9ef7,BCA,7,"['digital marketing', 'tableau', 'html', 'python', 'data analysis']",['marketing'],Coursera ML,Digital Marketer
9e075e49,Diploma,9,"['python', 'business', 'excel']",['business'],AWS Certification,Product Manager
c0e3e66e,BCA,4,"['javascript', 'machine learning', 'python', 'networking']",['data'],Azure Fundamentals,Data Scientist
50b18396,Diploma,2,"['data analysis', 'cloud computing', 'excel', 'azure']",['ai'],AWS Certification,Cloud Engineer
fe01226b,MBA,10,"['networking', 'c++', 'cybersecurity']",['security'],Azure Fundamentals,Cybersecurity Analyst
f5956a58,Diploma,0,"['css', 'c++', 'javascript', 'deep learning', 'excel', 'business']",['business'],Azure Fundamentals,Product Manager
3bdeffcd,MCA,8,"['aws', 'cloud computing', 'html']",['ai'],Azure Fundamentals,Cloud Engineer
2adfa223,BCA,10,"['react', 'python', 'figma']",['design'],AWS Certification,UI/UX Designer
309f68de,Diploma,2,"['networking', 'react', 'cybersecurity']",['security'],Azure Fundamentals,Cybersecurity Analyst
73f2635b,BCA,0,"['nodejs', 'sql', 'java']",['web development'],None,Backend Developer
8c24e569,MCA,2,"['react', 'java', 'cloud computing', 'excel', 'python', 'nodejs', 'sql']",['web development'],Udemy Web Dev,Backend Developer
3bee6f95,BSc,1,"['nodejs', 'sql', 'excel']",['business'],Coursera ML,Product Manager
d0936c2a,Diploma,7,"['networking', 'data analysis', 'cybersecurity']",['security'],Azure Fundamentals,Cybersecurity Analyst
721c9c7e,Diploma,2,"['digital marketing', 'figma']",['marketing'],Azure Fundamentals,Digital Marketer
da55c4ae,MCA,5,"['figma', 'product management', 'react', 'machine learning', 'cloud computing']",['design'],Google Data Analytics,UI/UX Designer
c36ff5da,BCA,6,"['digital marketing', 'react', 'seo', 'content writing', 'azure']",['marketing'],Google Data Analytics,Digital Marketer
42725f19,BSc,8,"['css', 'power bi', 'react', 'html', 'javascript', 'azure']",['web development'],None,Web Developer
4cfa0e72,BSc,4,"['c++', 'react', 'content writing', 'html', 'javascript', 'cloud computing']",['web development'],None,Web Developer
52cd4f79,MBA,4,"['css', 'nodejs', 'sql', 'java']",['web development'],None,Backend Developer
8c15a992,MCA,10,"['digital marketing', 'seo', 'html', 'content writing', 'cloud computing']",['marketing'],AWS Certification,Digital Marketer
851bfe89,BTech,1,"['cloud computing', 'python', 'business']",['business'],None,Product Manager
99892cd6,MCA,9,"['power bi', 'cybersecurity', 'networking', 'deep learning', 'nodejs']",['security'],Azure Fundamentals,Cybersecurity Analyst
c7e06c4a,BCA,4,"['aws', 'seo', 'machine learning', 'deep learning', 'python']",['ai'],Google Data Analytics,ML Engineer
1503bd87,BCA,0,"['javascript', 'machine learning', 'sql']",['ai'],AWS Certification,Data Scientist
e5b32015,MCA,9,"['product management', 'digital marketing', 'content writing', 'ui/ux', 'business']",['business'],Azure Fundamentals,Product Manager
cbb1c1a3,Diploma,8,"['css', 'figma', 'java', 'deep learning', 'azure']",['ai'],Coursera ML,Cloud Engineer
0e9f4dd6,MBA,5,"['css', 'aws', 'product management', 'react', 'html', 'machine learning', 'cloud computing']",['web development'],Google Data Analytics,Web Developer
32ceefe0,BCA,5,"['aws', 'cybersecurity', 'html', 'machine learning', 'python', 'excel']",['ai'],Udemy Web Dev,ML Engineer
292e6624,BSc,10,"['power bi', 'aws', 'machine learning', 'python', 'data analysis', 'sql']",['data'],AWS Certification,Data Scientist
221f4660,BTech,9,"['css', 'react', 'tableau', 'html', 'content writing', 'javascript', 'deep learning', 'sql']",['web development'],None,Web Developer
e5305793,BCA,9,"['nodejs', 'networking', 'sql']",['web development'],Udemy Web Dev,Backend Developer
d0086a71,BTech,0,"['networking', 'seo', 'cybersecurity', 'excel']",['marketing'],AWS Certification,Digital Marketer
a98e934c,BCA,5,"['product management', 'ui/ux', 'cybersecurity']",['business'],AWS Certification,Product Manager
42cf3012,Diploma,7,"['digital marketing', 'react', 'seo']",['marketing'],Coursera ML,Digital Marketer
8598cba0,Diploma,6,"['aws', 'cybersecurity', 'javascript', 'networking', 'python']",['security'],Google Data Analytics,Cybersecurity Analyst
0ae62d9f,BCA,6,"['aws', 'cybersecurity', 'machine learning', 'deep learning', 'python']",['ai'],Google Data Analytics,ML Engineer
3167005a,MCA,3,"['java', 'machine learning', 'networking', 'python', 'nodejs', 'sql']",['web development'],Azure Fundamentals,Backend Developer
22ca5247,BCA,2,"['cybersecurity', 'react', 'java', 'ui/ux', 'machine learning', 'deep learning', 'python']",['ai'],Google Data Analytics,ML Engineer
e4c86143,BSc,10,"['cybersecurity', 'figma', 'react', 'seo', 'ui/ux', 'cloud computing']",['design'],Udemy Web Dev,UI/UX Designer
0de226c3,BSc,3,"['tableau', 'java', 'excel', 'nodejs', 'sql']",['web development'],Coursera ML,Backend Developer
ae3c8bde,BTech,5,"['figma', 'product management', 'seo', 'java', 'ui/ux']",['design'],None,UI/UX Designer
04ae7f5b,Diploma,7,"['seo', 'java']",['marketing'],Google Data Analytics,Digital Marketer
1b9b5470,BTech,6,"['javascript', 'cybersecurity', 'html']",['web development'],Google Data Analytics,Web Developer
03584b55,BTech,8,"['css', 'react', 'html', 'deep learning', 'nodejs']",['web development'],Azure Fundamentals,Web Developer
49f34626,BTech,7,"['aws', 'react', 'seo', 'content writing', 'sql']",['marketing'],Udemy Web Dev,Digital Marketer
fd313050,MBA,4,"['deep learning', 'react', 'java']",['web development'],Azure Fundamentals,Backend Developer
23ab64ef,BSc,3,"['power bi', 'c++', 'machine learning', 'nodejs', 'sql']",['web development'],Google Data Analytics,Backend Developer
abe78bee,BCA,7,"['css', 'aws', 'cybersecurity', 'product management', 'deep learning']",['web development'],Udemy Web Dev,Web Developer
9bc37be2,MBA,0,"['ui/ux', 'nodejs', 'machine learning', 'figma']",['design'],None,UI/UX Designer
0ae27b79,BCA,3,"['javascript', 'digital marketing', 'azure']",['ai'],None,Cloud Engineer
836a2c57,MCA,3,"['nodejs', 'cybersecurity', 'azure']",['web development'],None,Backend Developer
c9aa06ad,MBA,3,"['sql', 'c++', 'azure']",['ai'],AWS Certification,Cloud Engineer
7c382dd6,MCA,3,"['aws', 'cybersecurity', 'ui/ux', 'machine learning', 'deep learning', 'python', 'excel']",['ai'],Azure Fundamentals,ML Engineer
11ff20d4,MCA,10,"['machine learning', 'aws', 'python']",['ai'],Coursera ML,ML Engineer
414e2b09,MCA,9,"['javascript', 'aws', 'html', 'azure']",['web development'],AWS Certification,Web Developer
3760619a,BTech,9,"['cloud computing', 'content writing']",['marketing'],None,Digital Marketer
74f79213,BSc,6,"['digital marketing', 'tableau', 'machine learning', 'python', 'excel', 'data analysis', 'sql']",['data'],Coursera ML,Data Scientist
9b14ab7f,MBA,8,"['digital marketing', 'seo']",['marketing'],Google Data Analytics,Digital Marketer
94d4dd36,BSc,1,"['cybersecurity', 'java', 'html', 'machine learning', 'nodejs', 'data analysis', 'sql']",['web development'],Coursera ML,Backend Developer
c735038a,MBA,8,"['data analysis', 'aws', 'deep learning', 'azure']",['ai'],Udemy Web Dev,Cloud Engineer
7773110a,MBA,0,"['product management', 'sql']",['web development'],AWS Certification,Backend Developer
fe2f2b90,MCA,10,"['power bi', 'react', 'c++', 'azure']",['ai'],AWS Certification,Cloud Engineer
125eb575,BSc,8,"['figma', 'tableau', 'seo', 'html', 'ui/ux', 'javascript']",['design'],Coursera ML,UI/UX Designer
49195377,BTech,8,"['html', 'machine learning', 'python', 'data analysis', 'sql']",['ai'],None,Data Scientist
9184733e,BTech,2,"['nodejs', 'react', 'sql', 'java']",['web development'],Google Data Analytics,Backend Developer
df9eff05,Diploma,6,"['tableau', 'python', 'figma', 'java']",['design'],AWS Certification,UI/UX Designer
0b7f0328,BSc,9,"['figma', 'aws', 'cloud computing', 'azure']",['ai'],Udemy Web Dev,Cloud Engineer
42cd6790,BTech,10,"['aws', 'c++', 'javascript', 'machine learning', 'data analysis']",['data'],Udemy Web Dev,Data Scientist
cd3d21f6,BSc,4,"['figma', 'machine learning', 'deep learning', 'networking', 'sql']",['ai'],AWS Certification,ML Engineer
cf7d8d4e,BTech,1,"['digital marketing', 'deep learning', 'content writing']",['marketing'],AWS Certification,Digital Marketer
6bc94214,Diploma,6,"['power bi', 'css', 'python', 'cybersecurity']",['security'],Coursera ML,Cybersecurity Analyst
c5234519,MCA,7,"['aws', 'figma', 'digital marketing', 'react', 'javascript']",['ai'],Google Data Analytics,Cloud Engineer
cb2ef565,BTech,4,"['css', 'react', 'cybersecurity']",['security'],Coursera ML,Cybersecurity Analyst
0bd1b2cc,MCA,9,"['html', 'machine learning', 'deep learning', 'python', 'nodejs', 'sql']",['data'],Azure Fundamentals,Data Scientist
8998ecd0,Diploma,2,"['cybersecurity', 'product management', 'react', 'networking', 'cloud computing']",['security'],Google Data Analytics,Cybersecurity Analyst
79cfc82a,MBA,10,"['digital marketing', 'seo', 'content writing', 'ui/ux', 'javascript']",['marketing'],Coursera ML,Digital Marketer
59e4c209,BSc,2,"['ui/ux', 'react', 'python', 'java']",['web development'],None,Backend Developer
c0f49a85,BTech,8,"['css', 'nodejs', 'content writing', 'figma']",['web development'],Google Data Analytics,Web Developer
bce9bf90,BTech,9,"['ui/ux', 'content writing', 'figma']",['design'],AWS Certification,UI/UX Designer
16734eeb,MBA,3,"['power bi', 'nodejs', 'sql', 'excel']",['web development'],Azure Fundamentals,Backend Developer
c4b2c2e6,BCA,4,"['digital marketing', 'java', 'cloud computing', 'nodejs', 'data analysis', 'sql']",['web development'],Google Data Analytics,Backend Developer
c349247f,BCA,0,"['power bi', 'cybersecurity', 'java', 'networking', 'nodejs', 'sql']",['web development'],Udemy Web Dev,Backend Developer
9e6c81fb,MCA,5,"['aws', 'content writing', 'cloud computing', 'deep learning', 'data analysis']",['ai'],Udemy Web Dev,Cloud Engineer
73a90b56,BTech,8,"['ui/ux', 'nodejs', 'sql', 'java']",['web development'],Coursera ML,Backend Developer
dac08597,BSc,10,"['aws', 'product management', 'networking', 'deep learning', 'excel']",['ai'],Google Data Analytics,Cloud Engineer
3cc1d9e5,BCA,3,"['css', 'nodejs', 'cloud computing']",['web development'],Google Data Analytics,Backend Developer
78a90f9e,MCA,6,"['power bi', 'product management', 'ui/ux', 'machine learning', 'python']",['data'],Udemy Web Dev,Data Scientist
c42b44ea,MCA,8,"['aws', 'c++', 'react', 'cloud computing', 'azure']",['ai'],None,Cloud Engineer
82c839b4,BCA,8,"['product management', 'nodejs']",['web development'],Coursera ML,Backend Developer
e528831c,MCA,3,"['javascript', 'aws', 'cloud computing', 'azure']",['ai'],AWS Certification,Cloud Engineer
3d070325,MCA,9,"['power bi', 'javascript', 'networking']",['security'],Azure Fundamentals,Cybersecurity Analyst
ec13d712,BTech,1,"['cybersecurity', 'azure']",['security'],Google Data Analytics,Cybersecurity Analyst
6bded83d,MBA,8,"['digital marketing', 'seo', 'azure', 'content writing']",['marketing'],Google Data Analytics,Digital Marketer
b6e427c8,BCA,8,"['java', 'html', 'javascript', 'excel', 'nodejs', 'sql']",['web development'],Azure Fundamentals,Backend Developer
23e03cfc,BCA,0,"['product management', 'seo', 'java', 'content writing', 'cloud computing']",['web development'],AWS Certification,Backend Developer
d5181952,MBA,3,"['aws', 'tableau', 'html']",['ai'],Google Data Analytics,ML Engineer
b80a79dd,MCA,8,"['product management', 'networking', 'tableau', 'business']",['business'],Udemy Web Dev,Product Manager
521eff71,BSc,2,"['nodejs', 'aws', 'cloud computing', 'azure']",['ai'],None,Cloud Engineer
cd237558,BTech,9,"['power bi', 'javascript', 'business', 'excel']",['business'],Coursera ML,Product Manager
dab8262c,BSc,10,"['cybersecurity', 'figma', 'html', 'networking', 'cloud computing']",['security'],None,Cybersecurity Analyst
456711b9,MCA,10,"['css', 'product management', 'javascript', 'python', 'excel', 'nodejs']",['web development'],AWS Certification,Web Developer
d81e22d0,BSc,8,"['java', 'ui/ux', 'machine learning', 'excel', 'data analysis']",['design'],Udemy Web Dev,UI/UX Designer
cdec1622,MBA,8,"['digital marketing', 'content writing']",['marketing'],Coursera ML,Digital Marketer
7a905b4b,BCA,3,"['data analysis', 'machine learning', 'deep learning', 'python']",['ai'],Azure Fundamentals,ML Engineer
3d5bc4b5,MCA,6,"['nodejs', 'networking', 'sql', 'cybersecurity']",['security'],Google Data Analytics,Cybersecurity Analyst
2708311b,MCA,5,"['data analysis', 'sql', 'python']",['data'],None,Data Scientist
8188c5eb,Diploma,7,"['aws', 'content writing', 'java', 'cloud computing', 'azure', 'nodejs']",['ai'],Azure Fundamentals,Cloud Engineer
d39ac2e4,Diploma,9,"['css', 'javascript', 'deep learning', 'react']",['web development'],AWS Certification,Web Developer
bec360c0,MBA,5,"['machine learning', 'excel', 'html']",['ai'],Coursera ML,Data Scientist
5e6782ac,BTech,10,"['product management', 'cloud computing', 'business', 'excel']",['business'],Udemy Web Dev,Product Manager
b5c34ec6,BTech,1,"['power bi', 'figma', 'product management', 'tableau', 'excel', 'business']",['business'],AWS Certification,Product Manager
ed9a85cc,MBA,10,"['power bi', 'product management', 'machine learning', 'cloud computing', 'python', 'data analysis', 'sql']",['data'],AWS Certification,Data Scientist
74a698b3,BTech,5,"['css', 'power bi', 'digital marketing', 'html', 'javascript', 'data analysis', 'sql']",['web development'],Google Data Analytics,Web Developer
ea4a5280,BCA,3,"['aws', 'product management', 'javascript', 'cloud computing', 'azure']",['ai'],Azure Fundamentals,Cloud Engineer
db4dae1c,MCA,10,"['css', 'product management', 'machine learning', 'deep learning', 'excel']",['business'],AWS Certification,Product Manager
8cda16fa,Diploma,7,"['cybersecurity', 'product management', 'html', 'excel', 'python', 'business']",['business'],Coursera ML,Product Manager
12a05530,MBA,10,"['css', 'cloud computing', 'react', 'html']",['web development'],Azure Fundamentals,Web Developer
929b906d,BSc,5,"['networking', 'java']",['security'],Coursera ML,Cybersecurity Analyst
3ac3f7b1,BCA,5,"['cybersecurity', 'product management', 'machine learning', 'python', 'business']",['business'],Google Data Analytics,Product Manager
2489bc2f,BSc,7,"['digital marketing', 'aws']",['marketing'],AWS Certification,Digital Marketer
35c7c949,MBA,5,"['aws', 'digital marketing', 'seo', 'machine learning', 'deep learning', 'python']",['ai'],Google Data Analytics,ML Engineer
ed6670af,MCA,1,"['power bi', 'figma', 'tableau', 'content writing', 'ui/ux']",['design'],Coursera ML,UI/UX Designer
821e4840,BTech,8,"['css', 'digital marketing', 'react', 'tableau', 'html', 'javascript', 'azure']",['web development'],Google Data Analytics,Web Developer
eea31740,Diploma,7,"['product management', 'sql', 'python']",['data'],AWS Certification,Data Scientist
55a57360,MBA,9,"['content writing', 'machine learning', 'deep learning', 'cloud computing', 'excel']",['ai'],Google Data Analytics,ML Engineer
ac0ad320,MCA,1,"['product management', 'machine learning']",['ai'],Google Data Analytics,ML Engineer
32265608,BTech,2,"['machine learning', 'aws', 'cloud computing', 'azure']",['ai'],None,Cloud Engineer
